status	O
multi-listing	O
bagi	O
Telkom	ORGANIZATION
	O
penting	O
dalam	O
rangka	O
menjaga	O
citra	O
perseroan,	O
walaupun	O
sebetulnya	O
saham	O
Telkom	ORGANIZATION
	O
bisa	O
diserap	O
investor	O
lokal.	O
.	O

PT	ORGANIZATION
Telekomunikasi	ORGANIZATION
Indonesia	ORGANIZATION
Tbk	ORGANIZATION
	O
(	O
Telkom	ORGANIZATION
)	O
akan	O
melakukan	O
pembiayaan	O
kembali	O
utang	O
(debt	O
refinancing)	O
dalam	O
valuta	O
asing	O
(valas),	O
guna	O
mengurangi	O
rugi	O
valas	O
akibat	O
fluktuasi	O
nilai	O
tukar.	O
.	O

Per	O
semester	O
pertama	O
2004,	O
total	O
utang	O
jangka	O
panjang	O
Telkom	ORGANIZATION
	O
sebesar	O
Rp	O
20,648	O
triliun.	O
.	O

PT	ORGANIZATION
Telkom	ORGANIZATION
	O
membutuhkan	O
dana	O
lebih	O
dari	O
Rp	O
1	O
triliun	O
untuk	O
melakukan	O
penyesuaian	O
teknis	O
dan	O
sosialisasi	O
terhadap	O
perubahan	O
kode	O
akses	O
yang	O
akan	O
mulai	O
diberlakukan	O
tahun	O
depan.	O
.	O

Dengan	O
masuknya	O
PT	ORGANIZATION
Indosat	ORGANIZATION
	O
ke	O
dalam	O
layanan	O
jasa	O
telekomunikasi	O
dalam	O
negeri,	O
pemerintah	O
memutuskan	O
untuk	O
mengubah	O
kode	O
akses	O
percakapan	O
Sambungan	O
Langsung	O
Jarak	O
Jauh	O
(SLJJ).	O
.	O

Direktur	O
Utama	O
PT	ORGANIZATION
Pertamina	ORGANIZATION
	O
(Persero)	O
Widya	PERSON
Purnama	PERSON
	O
membantah	O
pihaknya	O
menjadi	O
penyandang	O
dana	O
utama	O
mega	O
kuis	O
"	O
Indonesia	LOCATION
	O
Sukses"	O
senilai	O
Rp	O
14,1	O
miliar.	O
.	O

Sedangkan	O
saham	O
yang	O
turun	O
harganya	O
di	O
top	O
loser	O
diantaranya	O
Semen	ORGANIZATION
Gresik	ORGANIZATION
	O
turun	O
Rp	O
250	O
menjadi	O
Rp	O
10.500,	O
PT	ORGANIZATION
BA	ORGANIZATION
	O
turun	O
Rp	O
25	O
menjadi	O
Rp	O
850,	O
Medco	ORGANIZATION
	O
turun	O
Rp	O
25	O
menjadi	O
Rp	O
1525,	O
PT	ORGANIZATION
Timah	ORGANIZATION
	O
turun	O
Rp	O
25	O
menjadi	O
Rp	O
2125.	O
.	O

Manejer	O
PT	ORGANIZATION
Telkom	ORGANIZATION
	O
Yogyakarta	LOCATION
	O
Jujun	PERSON
Pujaswara	PERSON
	O
yang	O
hadir	O
dalam	O
acara	O
itu	O
menjelaskan	O
gangguan	O
teknis	O
yang	O
terjadi	O
saat	O
teleconference	O
berasal	O
dari	O
Cikeas	LOCATION
.	O
.	O

Sampai	O
September	O
2004,	O
Telkom	ORGANIZATION
	O
mencatat	O
peningkatan	O
total	O
aset	O
menjadi	O
Rp	O
56,115	O
triliun	O
dibandingkan	O
periode	O
yang	O
sama	O
tahun	O
lalu	O
sebesar	O
Rp	O
48,592	O
triliun.	O
.	O

Mentari	O
yang	O
bisa	O
nyambung,"	O
kata	O
Fahmi	PERSON
,	O
staf	O
PT	ORGANIZATION
Indosat	ORGANIZATION
Tbk	ORGANIZATION
	O
yang	O
mengontrol	O
tower	O
Indosat	ORGANIZATION
	O
di	O
Nabire	LOCATION
	O
lewat	O
remote	O
di	O
Surabaya	LOCATION
.	O
.	O

Untuk	O
perubahan	O
nomor	O
SMS	O
bebas	O
pulsa	O
untuk	O
semua	O
operator	O
itu,	O
apakah	O
Depkominfo	ORGANIZATION
	O
juga	O
akan	O
pasang	O
iklan?"	O
.	O

Indosat	ORGANIZATION
	O
melakukan	O
penyajian	O
ulang	O
untuk	O
kinerja	O
tahun	O
2003	O
atas	O
transaksi	O
silang	O
antara	O
PT	ORGANIZATION
Indosat	ORGANIZATION
Tbk	ORGANIZATION
	O
dan	O
PT	ORGANIZATION
Telkom	ORGANIZATION
Tbk	ORGANIZATION
,	O
dimana	O
perseroan	O
mencatatkan	O
penerimaan	O
dari	O
pos	O
luar	O
biasa	O
sebesar	O
Rp	O
4,49	O
triliun.	O
.	O

Anak	O
perusahaan	O
Semen	ORGANIZATION
Gresik	ORGANIZATION
	O
adalah	O
PT	ORGANIZATION
Semen	ORGANIZATION
Padang	ORGANIZATION
	O
dan	O
PT	ORGANIZATION
Semen	ORGANIZATION
Tonasa	ORGANIZATION
.	O
.	O

PSN	O
sebanyak	O
288	O
sst	O
di	O
Kabupaten	LOCATION
Barru	LOCATION
,	O
Sulawesi	LOCATION
Selatan	LOCATION
	O
dengan	O
teknologi	O
IP-Based.	O
.	O

Sementara	O
Telkomsel	ORGANIZATION
	O
yang	O
merupakan	O
anak	O
perusahaan	O
Telkom	ORGANIZATION
,	O
berperan	O
sebagai	O
penyedia	O
jaringan	O
dan	O
basis	O
konsumennya.	O
.	O

Kristiono	PERSON
	O
mengakui,	O
tingginya	O
utang	O
dalam	O
dolar	O
AS	LOCATION
	O
itu	O
memberikan	O
pengaruh	O
negatif	O
kepada	O
rugi	O
kurs,	O
dimana	O
pada	O
kuartal	O
I	O
2005,	O
Telkom	ORGANIZATION
	O
masih	O
membukukan	O
rugi	O
kurs	O
yang	O
cukup	O
signifikan.	O
.	O

Telkom	ORGANIZATION
	O
juga	O
belum	O
menganggarkan	O
biaya	O
pengambilalihan	O
KSO	O
pada	O
tahun	O
2005	O
ini.	O
.	O

Dahlan	PERSON
	O
mengatakan,	O
dengan	O
real	O
time	O
Telkom	ORGANIZATION
	O
online	O
school,	O
para	O
orang	O
tua	O
murid	O
tidak	O
perlu	O
datang	O
lagi	O
ke	O
sekolah	O
hanya	O
untuk	O
memantau	O
pendidikan	O
anak.	O
.	O

"Kita	O
juga	O
tengah	O
telusuri	O
pengadaan	O
infrastruktur	O
untuk	O
pengembangan	O
Telkom	ORGANIZATION
	O
Fleksi	O
yang	O
diperkirakan	O
kerugian	O
negaranya	O
Rp	O
400	O
miliar,"	O
kata	O
sumber	O
itu.	O
.	O

Baik	O
itu	O
pidana	O
umum	O
maupun	O
korupsi,"	O
ujar	O
Ketua	O
Timtas	ORGANIZATION
Tipikor	ORGANIZATION
	O
Hendarman	PERSON
Supandji	PERSON
	O
di	O
Kantor	O
Kejaksaan	ORGANIZATION
Agung	ORGANIZATION
	O
(	O
Kejagung	ORGANIZATION
),	O
Jl	LOCATION
Hasanuddin	LOCATION
,	O
Jakarta	LOCATION
Selatan	LOCATION
,	O
Selasa	O
(14/6/2005).	O
.	O

Menurut	O
Komisaris	O
Utama	O
Telkom	ORGANIZATION
,	O
Tanri	PERSON
Abeng	PERSON
,	O
seorang	O
dirut	O
yang	O
pernah	O
menjabat	O
2	O
atau	O
5	O
tahun	O
masih	O
bisa	O
dipilih	O
kembali.	O
.	O

Selanjutnya	O
pada	O
kuartal	O
kedua	O
operator	O
besar	O
seperti	O
Telkomsel	ORGANIZATION
,	O
Indosat	ORGANIZATION
	O
dan	O
XL	ORGANIZATION
	O
baru	O
akan	O
mengeluarkan	O
layanan	O
3G.	O
.	O

Direktur	O
Utama	O
PT	ORGANIZATION
Indosat	ORGANIZATION
Tbk	ORGANIZATION
,	O
Hasnul	PERSON
Suhaemi	PERSON
	O
mengaku,	O
pihak	O
direksi	O
masih	O
berembuk	O
soal	O
jalan	O
keluar	O
tentang	O
penggusuran	O
frekuensi	O
StarOne	ORGANIZATION
.	O
.	O

baru	O
ini	O
pemerintah	O
memutuskan	O
untuk	O
merelokasi	O
StarOne	ORGANIZATION
	O
dan	O
Flexi	ORGANIZATION
	O
milik	O
PT	ORGANIZATION
Telkom	ORGANIZATION
,	O
dari	O
frekuensi	O
3G.	O
.	O

Sebelumnya,	O
Astratel	ORGANIZATION
	O
menjadi	O
mitra	O
kerja	O
PT	ORGANIZATION
Telkom	ORGANIZATION
Tbk	ORGANIZATION
	O
untuk	O
wilayah	O
Kerja	O
Sama	O
Operasi	O
(KSO)	O
I	O
Sumatera	LOCATION
	O
dalam	O
Pramindo	ORGANIZATION
Ikat	ORGANIZATION
Nusantara	ORGANIZATION
.	O
.	O

Tapi	O
kita	O
juga	O
punya	O
kemampuan,"	O
tandas	O
mantan	O
Menteri	O
Pemberdayaan	O
BUMN	ORGANIZATION
	O
ini.	O
.	O

Dijelaskan,	O
alasan	O
utama	O
Telkom	ORGANIZATION
	O
ingin	O
menghapuskan	O
pencatatan	O
atau	O
delisting	O
saham	O
Telkom	ORGANIZATION
	O
adalah	O
hadirnya	O
aturan	O
Sarbanes-Oxley	O
Act	O
of	O
2002	O
yang	O
dirasakan	O
cukup	O
berat.	O
.	O

"Dari	O
segi	O
dana,	O
Telkom	ORGANIZATION
	O
memang	O
relatif	O
bagus,"	O
kata	O
Komisaris	O
Utama	O
Telkom	ORGANIZATION
	O
Tanri	PERSON
Abeng	PERSON
	O
di	O
sela-sela	O
acara	O
pelantikan	O
pejabat	O
eselon	O
I	O
di	O
lingkungan	O
Kementerian	ORGANIZATION
Negara	ORGANIZATION
BUMN	ORGANIZATION
	O
di	O
kantornya,	O
Jl.	LOCATION
	O
.	O

Telkom	ORGANIZATION
	O
memperkirakan	O
ada	O
850	O
ribu	O
pelanggan	O
Flexi	ORGANIZATION
	O
yang	O
menggunakan	O
handset	O
1900	O
Megahertz.	O
.	O

Cuma	O
sayangnya	O
BUMN	ORGANIZATION
	O
yang	O
dari	O
luar	O
kelihatan	O
kokoh	O
perkasa	O
ini	O
sebenarnya	O
keropos	O
di	O
dalam.	O
.	O

Bukan	O
saja	O
Telkom	ORGANIZATION
	O
akan	O
menjadi	O
besar	O
dan	O
kapitalisasinya	O
naik	O
300%	O
dalam	O
5	O
tahun	O
seperti	O
diharapkannya,	O
masyarakat	O
Indonesia	LOCATION
	O
pun,	O
yang	O
mendapatkan	O
layanan	O
telekomunikasi	O
murah	O
dan	O
berkualitas,	O
bakal	O
sangat	O
berterima	O
kasih	O
kepadanya.	O
.	O

Anak	O
perusahaan	O
PT	ORGANIZATION
PLN	ORGANIZATION
(Persero)	ORGANIZATION
,	O
PT	ORGANIZATION
Indonesia	ORGANIZATION
Comnets	ORGANIZATION
Plus	ORGANIZATION
(Icon+)	ORGANIZATION
	O
sedang	O
mempersiapkan	O
inovasi	O
agar	O
pelanggan	O
listrik	O
PLN	ORGANIZATION
	O
bisa	O
langsung	O
menikmati	O
layanan	O
telepon.	O
.	O

Sebelumnya	O
dalam	O
Peraturan	O
Menteri	O
(Permen)	O
Komunikasi	O
dan	O
Informatika	O
(Kominfo)	O
nomor	O
6	O
tahun	O
2005,	O
kode	O
akses	O
SLJJ	O
bagi	O
Telkom	ORGANIZATION
	O
dengan	O
awalan	O
prefix	O
017.	O
.	O

Secara	O
keseluruhan,	O
Telkom	ORGANIZATION
	O
mengalami	O
peningkatan	O
jumlah	O
menit	O
SLI	O
menjadi	O
65	O
juta	O
pada	O
semester	O
pertama	O
2005,	O
dari	O
57,8	O
juta	O
pada	O
semester	O
kedua	O
2004.	O
.	O

Dari	O
tujuh	O
divre	O
yang	O
ada,	O
lima	O
di	O
antaranya	O
dikerjakan	O
dalam	O
bentuk	O
KSO,	O
yaitu	O
Divre	O
I	O
Sumatera	LOCATION
	O
dengan	O
PT	ORGANIZATION
Pramindo	ORGANIZATION
Ikat	ORGANIZATION
Nusantara	ORGANIZATION
.	O
.	O

Selain	O
itu	O
kata	O
Arwin	PERSON
,	O
kota	O
Yogyakarta	LOCATION
	O
juga	O
menjadi	O
kota	O
penting	O
bagi	O
PT	ORGANIZATION
Telkom	ORGANIZATION
	O
Divre	O
IV,	O
karena	O
teledisitas	O
telepon	O
di	O
Yogyakarta	LOCATION
	O
juga	O
lebih	O
tinggi	O
dibandingan	O
rata-rata	O
nasional.	O
.	O

Telkomsel	ORGANIZATION
	O
juga	O
membuka	O
layanan	O
tersebut	O
dalam	O
basis	O
SMS	O
dan	O
dibagi	O
menjadi	O
2	O
cara,	O
yakni	O
melalui	O
SMS	O
Update	O
dan	O
SMS	O
Request.	O
.	O

Demikian	O
diungkapkan	O
oleh	O
Rochiman	PERSON
Sukarno	PERSON
,	O
Kepala	O
Unit	O
Hubungan	O
Investor	O
PT	ORGANIZATION
Telkom	ORGANIZATION
	O
dalam	O
penjelasan	O
tertulis,	O
Senin	O
(31/10/2005).	O
.	O

Saat	O
ini	O
di	O
Kourou	LOCATION
	O
(	O
Guyana	LOCATION
,	O
Prancis	LOCATION
	O
/	O
tempat	O
peluncuran	O
Telkom-2-red)	O
sendiri,	O
ada	O
beberapa	O
perbaikan	O
yang	O
harus	O
diselesaikan.	O
.	O

"Tapi	O
kalau	O
siang	O
siapa	O
saja	O
boleh	O
pakai,	O
karena	O
bukan	O
saya	O
yang	O
bayar	O
tagihannya,	O
melainkan	O
PT	ORGANIZATION
Barito	ORGANIZATION
Pacific	ORGANIZATION
Timber	ORGANIZATION
,"	O
kata	O
dia.	O
.	O

Telkom	ORGANIZATION
	O
berencana	O
membeli	O
5	O
persen	O
saham	O
publik	O
dengan	O
dana	O
yang	O
disediakan	O
mencapai	O
Rp	O
5,250	O
triliun.	O
.	O

Ini	O
termasuk	O
eks-pekerja	O
Ditjen	ORGANIZATION
Postel	ORGANIZATION
,	O
PT	ORGANIZATION
Telkom	ORGANIZATION
,	O
Polri	ORGANIZATION
,	O
Bappenas	ORGANIZATION
,	O
Ditjen	ORGANIZATION
Pajak	ORGANIZATION
,	O
dan	O
Diknas	ORGANIZATION
.	O
.	O

Pada	O
2005	O
ini,	O
klaim	O
Kiskenda	PERSON
,	O
Telkomsel	ORGANIZATION
	O
telah	O
mencapai	O
target	O
di	O
atas	O
107	O
persen.	O
.	O

PT	ORGANIZATION
Pos	ORGANIZATION
	O
memiliki	O
216	O
kantor	O
pos	O
induk,	O
1.064	O
kantor	O
pos	O
cabang	O
dalam	O
kota,	O
2.628	O
kantor	O
pos	O
cabang	O
luar	O
kota,	O
serta	O
16.392	O
kantor	O
pos	O
cabang.	O
.	O

Menurut	O
Direktur	O
Utama	O
Telkom	ORGANIZATION
,	O
Arwin	PERSON
Rasyid	PERSON
,	O
ini	O
menandai	O
mulai	O
siapnya	O
Telkom-2	O
untuk	O
penggunaan	O
komersial.	O
.	O

Telkom	ORGANIZATION
	O
(maksudnya	O
PT	ORGANIZATION
Telekomunikasi	ORGANIZATION
Indonesia	ORGANIZATION
Tbk	ORGANIZATION
)	O
milik	O
Indonesia	LOCATION
,	O
sementara	O
Temasek	ORGANIZATION
Holdings	ORGANIZATION
Pte.	ORGANIZATION
Ltd.	ORGANIZATION
	O
milik	O
Singapura	LOCATION
."Hanya	O
.	O

Salah	O
satu	O
cara	O
mengurangi	O
modal	O
antara	O
lain	O
melakukan	O
buy	O
back	O
(	O
Seputar	ORGANIZATION
Indonesia	ORGANIZATION
,	O
19	O
Agustus	O
2005)Boleh	O
dikatakan	O
cara	O
berpikir	O
Arwin	PERSON
Rasyid	PERSON
	O
sebagai	O
nakhoda	O
Telkom	ORGANIZATION
	O
berbeda	O
360	O
derajat	O
dengan	O
kebanyakan	O
pengusaha.	O
.	O

PT	ORGANIZATION
Komselindo	ORGANIZATION
	O
adalah	O
pemegang	O
izin	O
penyelenggaraan	O
jaringan	O
bergerak	O
seluler,	O
yang	O
belum	O
memiliki	O
alokasi	O
pita	O
frekuensi	O
radio	O
IMT-2000	O
pada	O
pita	O
frekuensi	O
2.1	O
GHz.	O
.	O

Keduanya	O
adalah	O
Direktur	O
Sumber	O
Daya	O
Manusia	O
(SDM)	O
PT	ORGANIZATION
Telkom	ORGANIZATION
Tbk	ORGANIZATION
,	O
Jhon	PERSON
Welly	PERSON
	O
yang	O
menjadi	O
tersangka	O
kasus	O
manipulasi	O
pulsa	O
dalam	O
bisnis	O
interkoneksi	O
Voice	O
over	O
Internet	O
Protocol	O
(VoIP).	O
.	O

"	O
Finnet	ORGANIZATION
	O
dibentuk	O
untuk	O
menangkap	O
peluang	O
bisnis	O
di	O
bidang	O
penyedia	O
data	O
keuangan	O
dan	O
jaringan	O
perbankan,"	O
kata	O
Kepala	O
Unit	O
Hubungan	O
Investor	O
Telkom	ORGANIZATION
,	O
Rochiman	PERSON
Sukarno	PERSON
	O
dalam	O
penjelasan	O
tertulis,	O
Rabu	O
(1/2/2006).	O
.	O

Nilai	O
perdagangan	O
saham	O
Telkom	ORGANIZATION
	O
sepanjang	O
tahun	O
2005	O
sebesar	O
Rp	O
24	O
triliun,	O
naik	O
dibandingkan	O
tahun	O
2004	O
yang	O
senilai	O
Rp	O
23	O
triliun.	O
.	O

"Untuk	O
urusan	O
meng-connect-kan,	O
bukan	O
Global	ORGANIZATION
Comm	ORGANIZATION
	O
yang	O
melakukan,	O
itu	O
wilayah	O
Telkom	ORGANIZATION
,"	O
ujar	O
Teguh	PERSON
Samudera	PERSON
.	O
.	O

Perkembangan	O
terbaru,	O
Direktur	O
Konsumer	O
PT	ORGANIZATION
Telkom	ORGANIZATION
	O
Guntur	PERSON
Siregar	PERSON
	O
ditetapkan	O
menjadi	O
tersangka.Penetapan	O
tersangka	O
baru	O
ini	O
disampaikan	O
Kapolda	O
Jawa	LOCATION
Barat	LOCATION
	O
Irjen	O
Pol	O
Edi	PERSON
Darnadi	PERSON
	O
kepada	O
wartawan	O
usai	O
mengikuti	O
acara	O
di	O
Sespim	O
Polri	O
Lembang	LOCATION
,	O
Jawa	LOCATION
Barat	LOCATION
,	O
Rabu	O
(15/2/2006)."Tersangka	O
.	O

Setelah	O
melalui	O
berbagai	O
uji	O
coba,	O
satelit	O
Telkom-2	O
resmi	O
beroperasi	O
Jumat	O
(24/02/2006).	O
.	O

Pihak	O
Telkom	ORGANIZATION
	O
Divre	O
II	O
mengatakan,	O
kasus-kasus	O
seperti	O
di	O
atas	O
banyak	O
terjadi	O
di	O
Bogor	LOCATION
,	O
Jawa	LOCATION
Barat	LOCATION
	O
dan	O
belakangan	O
merambat	O
ke	O
wilayah	O
Jakarta	LOCATION
Selatan	LOCATION
.	O
.	O

"Ini	O
(soal	O
petir)	O
kan	O
seharusnya	O
hal	O
yang	O
bisa	O
diantisipasi	O
oleh	O
perusahaan	O
sekelas	O
Telkom	ORGANIZATION
.	O
.	O

Eddy	PERSON
	O
menjelaskan,	O
kemungkinan	O
penyebab	O
keterlambatan	O
itu	O
adalah	O
karena	O
Telkom	ORGANIZATION
	O
harus	O
mengadopsi	O
Pedoman	O
Sistem	O
Akuntasi	O
Keuangan	O
(PSAK)	O
38	O
tentang	O
akuntansi	O
restrukturisasi	O
entitas	O
sepengendali	O
"Mau	O
tidak	O
mau,	O
ada	O
proses	O
(revisi)	O
yang	O
harus	O
dilalui,"	O
kata	O
Eddy	PERSON
.	O
.	O

Jadi	O
misalnya,	O
meski	O
keuntungan	O
cuma	O
Rp	O
10.000	O
pun,	O
asal	O
di	O
atas	O
biaya	O
cost	O
ya	O
tetap	O
aman,"	O
kata	O
Kuan	PERSON
Moon	PERSON
	O
di	O
gedung	O
Telkomsel	LOCATION
Regional	LOCATION
Atrium	LOCATION
Mulia	LOCATION
Kuningan	LOCATION
Jakarta	LOCATION
	O
kepada	O
detikINET	ORGANIZATION
	O
baru-baru	O
ini.	O
.	O

Polda	ORGANIZATION
	O
Jabar	LOCATION
	O
menangguhkan	O
penahanan	O
lima	O
tersangka	O
kasus	O
dugaan	O
manipulasi	O
Voice	O
over	O
Internet	O
Protocol	O
(VoIP)	O
di	O
PT	ORGANIZATION
Telkom	ORGANIZATION
.	O
.	O

Indosat	ORGANIZATION
Tbk	ORGANIZATION
,	O
data	O
tersebut	O
membutuhkan	O
200	O
GB	O
ruang	O
penyimpanan	O
per	O
bulan,	O
hanya	O
untuk	O
percakapan	O
pascabayarnya	O
saja,	O
Hal	O
tersebut	O
diungkap	O
Muhammad	PERSON
Affandi	PERSON
,	O
Vice	O
President	O
Data	ORGANIZATION
Center	ORGANIZATION
&	ORGANIZATION
System	ORGANIZATION
Management,	ORGANIZATION
PT	ORGANIZATION
.	O
.	O

PT	ORGANIZATION
Excelcomindo	ORGANIZATION
	O
(10.10	O
WIB),	O
Terdapat	O
8	O
BTS	O
yang	O
tidak	O
berfungsi.	O
.	O

Pemulihan	O
Jaringan	O
Disampaikan	O
Awaludin	PERSON
,	O
personil	O
Telkom	ORGANIZATION
	O
telah	O
memulihkan	O
seluruh	O
infrastruktur	O
telekomunikasi	O
utama.	O
.	O

"Churn	O
rate	O
per	O
bulan	O
bisa	O
mencapai	O
175	O
ribu	O
sampai	O
200	O
ribu	O
pelanggan,"	O
kata	O
Tri	PERSON
Djatmiko	PERSON
,	O
Vice	O
President	O
Sales,	O
PT	ORGANIZATION
Telkom	ORGANIZATION
,	O
kepada	O
wartawan	O
di	O
Jakarta	LOCATION
,	O
Kamis	O
(8/6/2006).	O
.	O

Serta	O
jasa	O
Telkom	ORGANIZATION
	O
lainnya	O
sebesar	O
Rp	O
301,001	O
miliar	O
atau	O
naik	O
dibanding	O
tahun	O
sebelumnya	O
Rp	O
293,225	O
Telkom	ORGANIZATION
	O
juga	O
sudah	O
bisa	O
menekan	O
rugi	O
kurs	O
hingga	O
57	O
persen	O
menjadi	O
Rp	O
516,807	O
miliar	O
dibanding	O
tahun	O
sebelumnya	O
Rp	O
1,20	O
triliun.	O
.	O

Rencana	O
PT	ORGANIZATION
Telkom	ORGANIZATION
Tbk	ORGANIZATION
	O
untuk	O
menambah	O
jajaran	O
direksi	O
dari	O
7	O
menjadi	O
9	O
mendapat	O
tentangan	O
dari	O
Serikat	ORGANIZATION
Karyawan	ORGANIZATION
	O
(	O
Sekar	ORGANIZATION
)	O
perusahaan,	O
yang	O
melihat	O
rencana	O
penambahan	O
direksi	O
tidak	O
memberi	O
nilai	O
tambah.	O
.	O

Liputan	O
ke	O
ajang	O
CommunicAsia	O
2006	O
ini	O
terselenggara	O
atas	O
kerjasama	O
detikINET	ORGANIZATION
	O
dan	O
PT	ORGANIZATION
Excelcomindo	ORGANIZATION
Pratama	ORGANIZATION
Tbk	ORGANIZATION
.	O
.	O

Pemerintah	O
selaku	O
penguasa	O
saham	O
PT	ORGANIZATION
Telkom	ORGANIZATION
Tbk	ORGANIZATION
	O
terlibat	O
perdebatan	O
yang	O
cukup	O
sengit	O
dengan	O
manajemen	O
Telkom	ORGANIZATION
	O
soal	O
pembagian	O
bonus.	O
.	O

Sementara	O
manajemen	O
Telkom	ORGANIZATION
	O
justru	O
menilai	O
bonus	O
yang	O
dimintanya	O
sudah	O
wajar	O
dengan	O
beberapa	O
pertimbangan.	O
.	O

Namun	O
pemerintah	O
yang	O
diwakili	O
Deputi	O
Menneg	O
BUMN	ORGANIZATION
	O
bidang	O
pertambangan,	O
industri	O
strategis	O
dan	O
telekomunikasi	O
Roes	PERSON
Aryawijaya	PERSON
	O
keberatan	O
dengan	O
jumlah	O
yang	O
diajukan	O
oleh	O
direksi	O
dan	O
komisaris.	O
.	O

Hingga	O
kini,	O
ungkap	O
Arwin	PERSON
,	O
Telkom	ORGANIZATION
	O
dan	O
Bukaka	ORGANIZATION
SingTel	ORGANIZATION
	O
belum	O
mencapai	O
kesepakatan	O
harga	O
dalam	O
negosiasi	O
buy	O
out	O
(pengambilalihan)	O
pembangunan	O
telekomunikasi	O
di	O
KTI	LOCATION
	O
yang	O
selama	O
ini	O
dikerjakan	O
dengan	O
sistem	O
kerja	O
sama	O
operasi	O
(KSO)	O
itu.	O
.	O

Pihak	O
kepolisian	O
akan	O
bekerjasama	O
dengan	O
PT	ORGANIZATION
Telkom	ORGANIZATION
	O
untuk	O
melacak	O
pengirim	O
SMS	O
tersebut.	O
.	O

"Berdasarkan	O
evaluasi	O
perbandingan	O
performansi	O
trafik	O
Flexi	O
sebelum	O
berlangsungnya	O
promo	O
dengan	O
performansi	O
trafik	O
setelah	O
berlangsungnya	O
promo,	O
Telkom	ORGANIZATION
	O
memutuskan	O
untuk	O
memperpanjang	O
program	O
tersebut	O
hingga	O
Desember	O
2006,"	O
ujar	O
Awaluddin	PERSON
,	O
seperti	O
dikutip	O
detikINET	ORGANIZATION
	O
dari	O
keterangan	O
tertulisnya,	O
Minggu	O
(30/07/2006).	O
.	O

PT	ORGANIZATION
Telekomunikasi	ORGANIZATION
Indonesia	ORGANIZATION
Tbk.	ORGANIZATION
,	O
meluncurkan	O
kembali	O
produk	O
Flexi	O
Combo	O
dengan	O
beberapa	O
pembaharuan.	O
.	O

Launching	O
dilakukan	O
di	O
Gedung	LOCATION
Sawunggaling	LOCATION
,	O
Pemkot	ORGANIZATION
Surabaya	ORGANIZATION
,	O
oleh	O
Wakil	O
Walikota	O
Surabaya	LOCATION
,	O
Arief	PERSON
Afandi	PERSON
	O
bersama	O
dengan	O
Executive	O
General	O
Manager	O
Telkom	ORGANIZATION
	O
Divre	O
V	O
Jawa	LOCATION
Timur	LOCATION
,	O
Nanang	PERSON
Ismail	PERSON
Kosim	PERSON
.	O
.	O

Sofyan	PERSON
	O
menambahkan,	O
Telkom	ORGANIZATION
	O
mengambil	O
alih	O
KSO	O
karena	O
ingin	O
mengembangkan	O
telekomunikasi	O
di	O
Indonesia	LOCATION
Timur	LOCATION
.	O
.	O

Akibatnya,	O
karena	O
menyisakan	O
satu	O
perusahaan	O
yakni	O
ZTE	ORGANIZATION
,	O
maka	O
